CL,T1-38.9 m/s-LLT, , 
     1.375868,     0.1202633, , 
     1.377311,     0.1204932, , 
     1.378697,      0.120733, , 
     1.380092,     0.1209716, , 
     1.381492,     0.1212096, , 
     1.382934,     0.1214404, , 
     1.384321,      0.121681, , 
     1.385713,     0.1219203, , 
     1.387148,     0.1221518, , 
     1.388529,      0.122393, , 
     1.389917,      0.122633, , 
     1.391306,     0.1228719, , 
     1.392692,     0.1231101, , 
     1.394079,     0.1233481, , 
     1.395429,     0.1235925, , 
     1.396832,     0.1238277, , 
     1.398189,     0.1240703, , 
     1.399594,     0.1243046, , 
     1.400955,     0.1245469, , 
     1.402361,     0.1247813, , 
     1.403755,     0.1250172, , 
     1.405143,     0.1252542, , 
     1.406528,     0.1254919, , 
     1.407908,     0.1257298, , 
     1.409285,     0.1259679, , 
     1.410658,      0.126206, , 
     1.412027,      0.126444, , 
     1.413396,     0.1266822, , 
     1.414763,     0.1269203, , 
     1.416086,     0.1271645, , 
     1.417425,     0.1274059, , 
     1.418774,     0.1276458, , 
     1.420096,     0.1278906, , 
     1.421466,     0.1281269, , 
     1.422801,     0.1283698, , 
     1.424177,     0.1286054, , 
     1.425516,      0.128848, , 
     1.426894,     0.1290837, , 
     1.428234,     0.1293265, , 
     1.429612,     0.1295625, , 
     1.430948,     0.1298054, , 
      1.43232,     0.1300412, , 
     1.433654,     0.1302843, , 
     1.435025,     0.1305203, , 
     1.436349,     0.1307628, , 
     1.437709,     0.1309983, , 
      1.43903,     0.1312409, , 
     1.440332,      0.131487, , 
      1.44163,     0.1317342, , 
     1.442946,      0.131977, , 
     1.444271,      0.132218, , 
     1.445601,     0.1324582, , 
     1.446934,     0.1326983, , 
     1.448267,     0.1329383, , 
       1.4496,     0.1331785, , 
     1.450929,     0.1334183, , 
     1.452256,      0.133658, , 
     1.453583,     0.1338979, , 
     1.454904,     0.1341373, , 
     1.456223,     0.1343767, , 
      1.45754,     0.1346158, , 
     1.458846,     0.1348541, , 
     1.460153,     0.1350924, , 
     1.461423,     0.1353384, , 
     1.462699,     0.1355833, , 
     1.463994,     0.1358245, , 
     1.465295,     0.1360645, , 
       1.4666,     0.1363041, , 
     1.467905,     0.1365437, , 
     1.469211,     0.1367835, , 
     1.470517,     0.1370234, , 
     1.471821,     0.1372634, , 
     1.473125,     0.1375036, , 
     1.474421,     0.1377433, , 
     1.475718,     0.1379831, , 
     1.477015,      0.138223, , 
     1.478297,     0.1384617, , 
     1.479564,     0.1387028, , 
     1.480801,     0.1389492, , 
     1.482065,       0.13919, , 
     1.483337,     0.1394293, , 
     1.484609,     0.1396681, , 
     1.485878,     0.1399066, , 
     1.487147,     0.1401452, , 
     1.488416,     0.1403839, , 
     1.489686,     0.1406228, , 
     1.490948,     0.1408609, , 
     1.492203,      0.141098, , 
     1.493458,     0.1413352, , 
     1.494713,     0.1415726, , 

