Alpha,T1-38.9 m/s-LLT, , 
          -15,     -1.010795, , 
       -14.75,    -0.9922153, , 
        -14.5,    -0.9740012, , 
       -14.25,     -0.955727, , 
          -14,    -0.9372939, , 
       -13.75,     -0.918801, , 
        -13.5,    -0.9002144, , 
       -13.25,    -0.8815362, , 
          -13,    -0.8627795, , 
       -12.75,    -0.8439438, , 
        -12.5,    -0.8250451, , 
       -12.25,    -0.8060607, , 
          -12,    -0.7870287, , 
       -11.75,    -0.7679248, , 
        -11.5,     -0.748772, , 
       -11.25,     -0.729568, , 
          -11,    -0.7102997, , 
       -10.75,    -0.6910038, , 
        -10.5,    -0.6716358, , 
       -10.25,    -0.6522362, , 
          -10,    -0.6328042, , 
        -9.75,    -0.6133125, , 
         -9.5,     -0.593799, , 
        -9.25,     -0.574241, , 
           -9,    -0.5546508, , 
        -8.75,    -0.5350353, , 
         -8.5,    -0.5154246, , 
        -8.25,    -0.4957045, , 
           -8,    -0.4760303, , 
        -7.75,    -0.4562576, , 
         -7.5,    -0.4365374, , 
        -7.25,    -0.4167086, , 
           -7,    -0.3969507, , 
        -6.75,    -0.3770765, , 
         -6.5,    -0.3572723, , 
        -6.25,    -0.3373633, , 
           -6,    -0.3175202, , 
        -5.75,    -0.2975815, , 
         -5.5,    -0.2777029, , 
        -5.25,    -0.2577341, , 
           -5,    -0.2378309, , 
        -4.75,    -0.2178311, , 
         -4.5,    -0.1979092, , 
        -4.25,    -0.1779308, , 
           -4,    -0.1579462, , 
        -3.75,    -0.1379026, , 
         -3.5,    -0.1179402, , 
        -3.25,   -0.09793584, , 
           -3,   -0.07791626, , 
        -2.75,   -0.05789612, , 
         -2.5,   -0.03787011, , 
        -2.25,   -0.01784059, , 
           -2,   0.002188792, , 
        -1.75,    0.02222225, , 
         -1.5,    0.04225563, , 
        -1.25,    0.06228849, , 
           -1,    0.08232053, , 
        -0.75,     0.1023524, , 
         -0.5,     0.1223786, , 
        -0.25,     0.1424033, , 
            0,     0.1624235, , 
         0.25,     0.1824363, , 
          0.5,     0.2024472, , 
         0.75,     0.2224459, , 
            1,     0.2424401, , 
         1.25,     0.2624257, , 
          1.5,     0.2824446, , 
         1.75,      0.302371, , 
            2,     0.3223172, , 
         2.25,      0.342304, , 
          2.5,     0.3621894, , 
         2.75,     0.3821435, , 
            3,     0.4020029, , 
         3.25,     0.4219216, , 
          3.5,     0.4417465, , 
         3.75,     0.4616352, , 
            4,     0.4814163, , 
         4.25,     0.5012685, , 
          4.5,     0.5210097, , 
         4.75,     0.5408161, , 
            5,     0.5605535, , 
         5.25,     0.5802228, , 
          5.5,     0.5999532, , 
         5.75,     0.6195662, , 
            6,     0.6392444, , 
         6.25,     0.6588405, , 
          6.5,     0.6783624, , 
         6.75,     0.6979463, , 
            7,       0.71744, , 
         7.25,     0.7369093, , 
          7.5,     0.7563319, , 
         7.75,     0.7757147, , 
            8,     0.7950603, , 
         8.25,     0.8143552, , 
          8.5,     0.8336164, , 
         8.75,     0.8528162, , 
            9,      0.871974, , 
         9.25,      0.891076, , 
          9.5,     0.9101253, , 
         9.75,     0.9291156, , 
           10,     0.9480372, , 
        10.25,     0.9669226, , 
         10.5,     0.9857086, , 
        10.75,      1.004443, , 
           11,      1.023107, , 
        11.25,      1.041666, , 
         11.5,      1.060194, , 
        11.75,      1.078585, , 
           12,      1.096906, , 
        12.25,      1.115134, , 
         12.5,      1.133248, , 
        12.75,      1.151293, , 
           13,      1.169154, , 
        13.25,      1.186952, , 
         13.5,      1.204576, , 
        13.75,      1.222059, , 
           14,      1.239432, , 
        14.25,      1.256569, , 
         14.5,      1.273606, , 
        14.75,      1.290381, , 
           15,      1.306949, , 
        15.25,       1.32328, , 
         15.5,      1.339292, , 
        15.75,      1.354616, , 
           16,      1.369231, , 
        16.25,      1.383372, , 
         16.5,      1.397394, , 
        16.75,      1.411008, , 
           17,      1.424302, , 
        17.25,      1.437427, , 
         17.5,      1.449894, , 
        17.75,      1.461899, , 
           18,      1.473629, , 
        18.25,       1.48503, , 
         18.5,      1.495953, , 
        18.75,      1.506496, , 
           19,      1.516378, , 
        19.25,      1.525723, , 
         19.5,      1.534491, , 
        19.75,      1.542903, , 
           20,      1.550542, , 
        20.25,      1.557682, , 
         20.5,      1.563813, , 

