,JPN_UNHEDGED,JPN_HEDGED,AUS_UNHEDGED,AUS_HEDGED,DEU_UNHEDGED,DEU_HEDGED,FRA_UNHEDGED,FRA_HEDGED,CHE_UNHEDGED,CHE_HEDGED,GBR_UNHEDGED,GBR_HEDGED,EQ_UNHEDGED,EQ_HEDGED,RP_UNHEDGED,RP_HEDGED,MV_UNHEDGED,MV_HEDGED
2013-05-31,0.9738224648453351,2.6129962777163183,4.336816380441438,0.6422838358470834,1.6315571679465715,1.5334077534407764,1.7286372317336816,1.3829689364083029,2.7265111873683305,2.7658602860246204,1.7540786723598993,1.1623388718669585,1.0288517615202282,0.8364959412522954,1.6437077370718962,0.8325790372794873,1.8749273983752908,0.9308787978166593
2013-06-30,0.9477068204062631,2.606631466941387,4.100957381259349,0.6213709338902983,1.5568302991528447,1.4758435550999809,1.6370025138762634,1.3210825999326483,2.6023866291939686,2.676862910990488,1.6385684855787606,1.108211772978613,0.9788853880662143,0.8091662949737634,1.5649766122210416,0.8048152610470067,1.7814035093782237,0.9009258136043996
2013-07-31,0.96574393939077,2.6062945200259895,4.272548397349261,0.6501002686075343,1.64426762094914,1.5331305661827064,1.7814940512003559,1.4147720514005528,2.7313708421627476,2.757440190866803,1.7842910496250417,1.1817551048605837,1.034975577902739,0.8431923891718615,1.6528931375464169,0.8394659267087392,1.8696966657675718,0.94208511203551
2013-08-31,0.9302466382750374,2.546478994271153,4.512996973167469,0.6617529768368022,1.6323239733796913,1.5158166957443893,1.7674876909513,1.397948316952921,2.714294370085092,2.733040182761494,1.788384468967232,1.1540022522945295,1.0350510164213178,0.8346840459890157,1.650157471011945,0.8315884374947277,1.8580073622084168,0.9281481474291314
2013-09-30,1.028186888019828,2.7761331066874675,4.724547619559962,0.6718548095978221,1.7521349480158537,1.5945318481039106,1.9095845321478322,1.4803224190551372,2.868062946351253,2.8271458074528875,1.8332045391670042,1.165916209852343,1.1019268762770094,0.8710012933362179,1.7578597579739006,0.8654650222433574,1.9573071815641812,0.9485438525650882
2013-10-31,1.003107322939676,2.7712820797145117,4.815169208389475,0.6931394952056191,1.8212774396001812,1.6749790048993922,1.954714947729415,1.5315766212704693,2.912019458144618,2.9041952738183143,1.882686693555188,1.1956637090996534,1.1203295742554722,0.8953568653907706,1.7850399992070436,0.8897119065313859,1.9913608849108266,0.9736037788803967
2013-11-30,1.0205795158580449,2.909392808669088,4.566510850844852,0.6775027992644441,1.9169576476333705,1.7354213352876007,1.9932502382821302,1.5365768771729833,2.9899528746500685,2.9192016390267015,1.9013873442676061,1.1849096688277703,1.1342817408588675,0.9047283125173794,1.8068495475817001,0.8969129852649106,1.8885257600188916,0.9715321769401396
2013-12-31,1.0540337694819122,3.012250252971102,4.539633140795989,0.6772917707068236,1.9267027377327233,1.7550486173753301,1.9878540762450416,1.5419840410785444,2.95059645951256,2.9160209546830504,1.9454916006758427,1.204501288575712,1.1417118874331023,0.9145771204534937,1.81970439602691,0.9057645663416029,1.8774102170024538,0.9855064891510164
2014-01-31,1.0099808611168453,2.8372590204637347,4.471579846237993,0.6526890601558688,1.8932382383453163,1.7177228788763506,1.9567709919347476,1.511860846549663,2.9888511210572086,2.9220612244795037,1.896571045960189,1.166225114404804,1.1223082375410207,0.8894372993175961,1.788819645284014,0.8820375644793734,1.8492661034714082,0.96023489370223
2014-02-28,1.001431575940919,2.818240339710345,4.7497518161481596,0.6794655081125851,1.9891931362248823,1.7832889901317226,2.1009474053484154,1.6043386486019187,3.1386613077287473,3.0263144064154868,1.9963323369536863,1.221357692142068,1.1748381892690423,0.9215478442834616,1.8699727979085143,0.914766956254157,1.9643068748720405,0.988384065060913
